STID,name,state,network,network_long,Wind Sensor Height (m),lat,lon,Start Time,End Time,obs_time,obs_time_years
WWAC1,WHITEWATER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.949170,-116.657220,2001-04-03T00:00:00Z,2025-04-04T21:50:00Z,8767 days 21:50:00,24.005228534489316
SSYC1,SURPRISE VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.622280,-120.161440,2001-04-03T00:00:00Z,2025-04-04T21:39:00Z,8767 days 21:39:00,24.005207620351356
BRAU1,BEAR RIVER,UT,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.884440,-110.829170,2001-04-03T00:00:00Z,2025-04-04T22:03:00Z,8767 days 22:03:00,24.00525325119781
CDMU1,CEDAR MOUNTAIN,UT,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.300720,-112.776780,2001-04-03T00:00:00Z,2025-04-04T21:55:00Z,8767 days 21:55:00,24.00523804091566
NLPU1,NORTH LONG POINT,UT,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.854750,-109.839390,2001-04-03T00:00:00Z,2025-04-04T21:39:00Z,8767 days 21:39:00,24.005207620351356
EKRW1,ELK ROCK,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.312220,-122.385560,2001-05-17T00:00:00Z,2025-04-04T22:01:00Z,8723 days 22:01:00,23.88478401399346
ESCW1,ESCURE,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.037610,-117.947560,2001-04-03T00:00:00Z,2025-04-04T21:41:00Z,8767 days 21:41:00,24.005211422921896
TSOW1,TEEPEE SEED ORCHARD,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.663890,-117.481940,2001-04-03T00:00:00Z,2025-04-04T21:53:00Z,8767 days 21:53:00,24.00523423834512
BECW4,BECHLER,WY,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.149390,-111.044790,2001-04-03T00:00:00Z,2025-04-04T21:49:00Z,8767 days 21:49:00,24.005226633204046
PHRC1,PINEHURST,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.697330,-119.018700,2001-04-19T00:00:00Z,2025-04-04T21:58:00Z,8751 days 21:58:00,23.961438132177353
WALC1,WALKER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.565280,-119.459170,2001-04-19T00:00:00Z,2025-04-04T21:48:00Z,8751 days 21:48:00,23.961419119324663
ANEC1,ALPINE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.836430,-116.671550,2001-04-25T00:00:00Z,2025-04-04T21:52:00Z,8745 days 21:52:00,23.944999619742948
DOGC1,DOG VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.561940,-120.047780,2001-05-02T00:00:00Z,2025-04-04T21:49:00Z,8738 days 21:49:00,23.925828960377213
CEKC2,CORRAL CREEK,CO,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.64,-105.464720,2001-05-02T00:00:00Z,2025-04-04T21:58:00Z,8738 days 21:58:00,23.925846071944633
CUHC2,BOSQUE,CO,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.091940,-104.919440,2001-05-10T00:00:00Z,2025-04-04T21:26:00Z,8730 days 21:26:00,23.903882424518976
TEPM8,TEPEE PT,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.933430,-113.742020,2001-05-10T00:00:00Z,2025-04-04T21:09:00Z,8730 days 21:09:00,23.903850102669406
WSFM8,WEST FORK,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.815560,-114.258330,2001-05-10T00:00:00Z,2025-04-04T21:14:00Z,8730 days 21:14:00,23.90385960909575
MNCC1,MORMON ROCK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.315990,-117.5037,2001-05-17T00:00:00Z,2025-04-04T21:16:00Z,8723 days 21:16:00,23.88469845615636
SVFI1,POWELL,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.511780,-114.685830,2001-05-17T00:00:00Z,2025-04-04T21:16:00Z,8723 days 21:16:00,23.88469845615636
QHJA3,HAPPY JACK,AZ,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.618060,-111.342220,2001-08-04T00:00:00Z,2025-04-04T22:02:00Z,8644 days 22:02:00,23.668495703095292
QMOA3,MORMON LAKE,AZ,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.909720,-111.438420,2001-06-26T00:00:00Z,2025-04-04T22:03:00Z,8683 days 22:03:00,23.775273785078713
QCAA3,CARR,AZ,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.441110,-110.286110,2001-06-26T00:00:00Z,2025-04-04T21:19:00Z,8683 days 21:19:00,23.775190128526884
QHTA3,HILLTOP,AZ,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.611190,-110.414610,2001-06-26T00:00:00Z,2025-04-04T21:32:00Z,8683 days 21:32:00,23.77521484523538
QNFA3,NIXON FLATS,AZ,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.388330,-113.158060,2001-06-26T00:00:00Z,2025-04-04T21:50:00Z,8683 days 21:50:00,23.77524906837022
TMBN2,TIMBER MTN,NV,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.377190,-115.506190,2003-12-05T00:00:00Z,2025-04-04T21:32:00Z,7791 days 21:32:00,21.333051943113546
PLIC1,ARBUCKLE BASIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.437840,-122.830930,2001-12-11T00:00:00Z,2025-04-04T21:54:00Z,8515 days 21:54:00,23.3152977412731
BABC1,BACKBONE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.889290,-123.142510,2001-06-26T00:00:00Z,2025-04-04T21:32:00Z,8683 days 21:32:00,23.77521484523538
WFHC1,WOFFORD HEIGHTS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.721670,-118.498890,2001-06-26T00:00:00Z,2025-04-04T22:00:00Z,8683 days 22:00:00,23.775268081222908
BSNC1,BATTERSON,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.378420,-119.629530,2001-06-26T00:00:00Z,2025-04-04T21:48:00Z,8683 days 21:48:00,23.77524526579968
BUGC1,BLUE RIDGE (KNF),CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.269090,-123.188970,2001-06-26T00:00:00Z,2025-04-04T21:51:00Z,8683 days 21:51:00,23.775250969655488
BMEC1,BUCK MEADOWS 2NW RAWS (BKM),CA,HADS,Hydrometeorological Automated Data System,6.1,37.82333,-120.09833,2001-06-26T00:00:00Z,2025-04-04T21:25:00Z,8683 days 21:25:00,23.775201536238498
BTTC1,BUTTERCUP,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.739780,-114.884110,2001-06-26T00:00:00Z,2025-04-04T21:09:00Z,8683 days 21:09:00,23.775171115674194
CDEC1,CARPENTER RIDGE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.068660,-121.584,2001-06-26T00:00:00Z,2025-04-04T21:54:00Z,8683 days 21:54:00,23.775256673511294
CVBC1,CATHEYS VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.380240,-120.076970,2001-12-11T00:00:00Z,2025-04-04T21:27:00Z,8515 days 21:27:00,23.315246406570843
CFAC1,CFA RAWS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.3800,-120.930280,2001-09-07T00:00:00Z,2025-04-04T22:05:00Z,8610 days 22:05:00,23.57541448018861
CGVC1,CEDAR GROVE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.787780,-118.656110,2001-06-26T00:00:00Z,2025-04-04T22:00:00Z,8683 days 22:00:00,23.775268081222908
TR119,CLEVELAND PORTABLE,CA,RAWS,Interagency Remote Automatic Weather Stations,2.0,33.309300,-116.836600,2002-05-01T00:00:00Z,2025-02-19T11:25:00Z,8330 days 11:25:00,22.80759943721956
CNAC1,CORONA 1,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.818980,-117.573550,2001-06-26T00:00:00Z,2025-04-04T21:11:00Z,8683 days 21:11:00,23.775174918244733
DKYC1,DINKEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.066490,-119.157260,2001-06-26T00:00:00Z,2025-04-04T22:05:00Z,8683 days 22:05:00,23.77527758764925
FNWC1,FENCE MEADOW,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.962130,-119.175560,2001-06-26T00:00:00Z,2025-04-04T22:00:00Z,8683 days 22:00:00,23.775268081222908
FSHC1,SEEDORCHARD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.091590,-120.731980,2001-06-26T00:00:00Z,2025-04-04T21:33:00Z,8683 days 21:33:00,23.77521674652065
FHLC1,FORT HUNTER LIGGETT,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.011750,-121.241680,2001-06-26T00:00:00Z,2025-04-04T21:25:00Z,8683 days 21:25:00,23.775201536238498
GQEC1,GASQUET 2,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.838280,-123.945340,2001-06-26T00:00:00Z,2025-04-04T21:50:00Z,8683 days 21:50:00,23.77524906837022
GOSC1,GOOSE VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.084320,-116.876900,2001-06-26T00:00:00Z,2025-04-04T21:52:00Z,8683 days 21:52:00,23.775252870940754
HOAC1,HOOPA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.047830,-123.671280,2001-06-26T00:00:00Z,2025-04-04T21:40:00Z,8683 days 21:40:00,23.77523005551753
PRHC1,HURLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.015140,-119.5678,2001-12-11T00:00:00Z,2025-04-04T21:27:00Z,8515 days 21:27:00,23.315246406570843
KELC1,KONOCTI,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.911890,-122.706310,2001-12-11T00:00:00Z,2025-04-04T21:57:00Z,8515 days 21:57:00,23.315303445128908
TR154,LPF03 PORTABLE,CA,RAWS,Interagency Remote Automatic Weather Stations,2.0,35.113110,-120.092690,2002-06-08T00:00:00Z,2025-04-04T21:33:00Z,8336 days 21:33:00,22.82518252338581
LSFC1,LAS FLORES,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.309820,-117.423670,2001-06-26T00:00:00Z,2025-04-04T21:22:00Z,8683 days 21:22:00,23.77519583238269
MCGC1,MCGUIRES,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.365830,-123.653890,2001-12-11T00:00:00Z,2025-04-04T21:50:00Z,8515 days 21:50:00,23.315290136132024
MASC1,MENDOCINO PASS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.807420,-122.945110,2001-06-26T00:00:00Z,2025-04-04T22:04:00Z,8683 days 22:04:00,23.775275686363983
TR162,SNF03 PORTABLE,CA,RAWS,Interagency Remote Automatic Weather Stations,2.0,37.182710,-119.268170,2001-07-29T00:00:00Z,2025-04-04T21:47:00Z,8650 days 21:47:00,23.684894288539052
MOUC1,MOUNT ELIZABETH,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.062930,-120.247250,2001-06-26T00:00:00Z,2025-04-04T22:02:00Z,8683 days 22:02:00,23.775271883793444
MMTC1,MOUNT TOM,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.376420,-119.179270,2001-06-26T00:00:00Z,2025-04-04T21:52:00Z,8683 days 21:52:00,23.775252870940754
OVRC1,OWENS VALLEY,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.391010,-118.552570,2001-06-26T00:00:00Z,2025-04-04T21:54:00Z,8683 days 21:54:00,23.775256673511294
PIHC1,PINE HILLS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.016660,-116.635440,2001-06-26T00:00:00Z,2025-04-04T22:04:00Z,8683 days 22:04:00,23.775275686363983
RVDC1,RAVENDALE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.731220,-120.316580,2001-06-26T00:00:00Z,2025-04-04T21:59:00Z,8683 days 21:59:00,23.77526617993764
RRAC1,REDDING,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.515790,-122.292180,2001-06-26T00:00:00Z,2025-04-04T21:24:00Z,8683 days 21:24:00,23.77519963495323
MRQC1,MARQUEZ 2011,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.359690,-120.773,2001-06-26T00:00:00Z,2025-04-03T17:50:00Z,8682 days 17:50:00,23.772054909118562
RCEC1,ROCK CREEK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.559830,-118.678410,2001-06-26T00:00:00Z,2025-04-04T22:04:00Z,8683 days 22:04:00,23.775275686363983
NWRC1,SAC NWR,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.417220,-122.1825,2001-07-26T00:00:00Z,2025-04-04T21:29:00Z,8653 days 21:29:00,23.69307361776561
SLEC1,SADDLEBACK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.636140,-120.863990,2001-06-26T00:00:00Z,2025-04-04T21:18:00Z,8683 days 21:18:00,23.775188227241614
SHUC1,SCHOOLHOUSE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.138440,-123.906790,2001-06-26T00:00:00Z,2025-04-04T22:01:00Z,8683 days 22:01:00,23.775269982508174
SHVC1,SHAVER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.136830,-119.261690,2001-12-11T00:00:00Z,2025-04-04T21:56:00Z,8515 days 21:56:00,23.31530154384364
SFWN5,SANTA FE WATERSHED,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.686940,-105.860280,2005-07-14T00:00:00Z,2025-04-04T21:53:00Z,7204 days 21:53:00,19.72597345805765
SYWC1,STONYFORD,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.355230,-122.658310,2001-06-26T00:00:00Z,2025-04-04T21:26:00Z,8683 days 21:26:00,23.775203437523768
TRMC1,TRIMMER,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.911050,-119.306590,2001-06-26T00:00:00Z,2025-04-04T21:52:00Z,8683 days 21:52:00,23.775252870940754
MMOC1,MULE MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.569170,-122.503060,2001-06-26T00:00:00Z,2025-04-04T22:00:00Z,8683 days 22:00:00,23.775268081222908
BAWC2,BAILEY,CO,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.379440,-105.338330,2001-06-26T00:00:00Z,2025-04-04T21:22:00Z,8683 days 21:22:00,23.77519583238269
BTAC2,SUGARLOAF,CO,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.018060,-105.361390,2001-06-26T00:00:00Z,2025-04-04T21:25:00Z,8683 days 21:25:00,23.775201536238498
NCKC2,NEEDLE CREEK,CO,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.389170,-106.530830,2002-09-06T00:00:00Z,2025-04-04T21:22:00Z,8246 days 21:22:00,22.578755038405962
SOPC2,PSF1 SOUTH PLATTE QD,CO,RAWS,Interagency Remote Automatic Weather Stations,2.0,39.512460,-105.541090,2001-06-26T00:00:00Z,2025-04-04T21:55:00Z,8683 days 21:55:00,23.775258574796563
BMOC2,BLACK MOUNTAIN,CO,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.861500,-105.284080,2001-08-14T00:00:00Z,2025-04-04T21:56:00Z,8634 days 21:56:00,23.64110578751236
THMI1,3 MILE,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.395830,-112.108060,2001-06-26T18:15:00Z,2025-04-04T21:12:00Z,8683 days 02:57:00,23.77309491216062
BFYI1,BONNERS FERRY,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.726330,-116.291990,2002-10-24T00:00:00Z,2025-04-04T21:08:00Z,8198 days 21:08:00,22.447311582629858
TR216,CANYON CREEK,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.229722,-115.246944,2001-06-26T00:00:00Z,2025-04-04T21:00:00Z,8683 days 21:00:00,23.775154004106778
MAEI1,MAGEE PEAK,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.883730,-116.298980,2001-09-06T00:00:00Z,2025-04-04T21:09:00Z,8611 days 21:09:00,23.578045859000685
POPC1,POPPET FLAT,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.856360,-116.859970,2005-04-11T00:00:00Z,2025-04-04T21:14:00Z,7298 days 21:14:00,19.98325728192258
HOOI1,HOODOO,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.053310,-116.79335,2001-06-27T00:00:00Z,2025-04-04T21:08:00Z,8682 days 21:08:00,23.772431363601793
MRHI1,MARIAH,ID,RAWS,Interagency Remote Automatic Weather Stations,2.0,45.536670,-115.310560,2001-06-26T00:00:00Z,2025-04-04T21:46:00Z,8683 days 21:46:00,23.775241463229143
NFFI1,NORTH FORK,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,43.790250,-114.421800,2001-06-26T00:00:00Z,2025-04-04T21:39:00Z,8683 days 21:39:00,23.775228154232263
NUCI1,NUCKOLS,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.504150,-115.936860,2001-09-09T00:00:00Z,2025-04-04T21:08:00Z,8608 days 21:08:00,23.56983040535402
CRII1,COTTON RIDGE,ID,RAWS,Interagency Remote Automatic Weather Stations,2.0,42.173560,-114.204560,2003-08-25T00:00:00Z,2025-04-04T22:02:00Z,7893 days 22:02:00,21.612369761959084
PLKI1,PRIEST LAKE,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.574180,-116.957870,2002-06-25T00:00:00Z,2025-04-04T21:08:00Z,8319 days 21:08:00,22.77859152787284
HMMC1,SAGE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.605440,-116.939080,2002-04-20T00:00:00Z,2025-04-04T21:14:00Z,8385 days 21:14:00,22.959301087535174
FINM8,FINNEYS MEADOW QD,MT,RAWS,Interagency Remote Automatic Weather Stations,2.0,47.045930,-114.112070,2001-07-05T00:00:00Z,2025-04-04T21:28:00Z,8674 days 21:28:00,23.750566583010116
CONM8,CONDON WORK CENTER,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.536110,-113.717220,2001-06-26T00:00:00Z,2025-04-04T21:08:00Z,8683 days 21:08:00,23.775169214388928
DBYM8,DERBY MOUNTAIN,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.577220,-109.878890,2001-06-26T00:00:00Z,2025-04-04T21:35:00Z,8683 days 21:35:00,23.775220549091184
ENNM8,ENNIS,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.302150,-111.754150,2001-06-26T18:00:00Z,2025-04-04T21:16:00Z,8683 days 03:16:00,23.77313103658073
EURM8,EUREKA,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.897810,-115.058360,2001-07-12T00:00:00Z,2025-04-04T21:15:00Z,8667 days 21:15:00,23.731376910791695
MBRM8,MAIN BOULDER,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.458130,-110.197680,2001-06-26T00:00:00Z,2025-04-04T21:39:00Z,8683 days 21:39:00,23.775228154232263
SLKO3,SUMMER LAKE,OR,RAWS,Interagency Remote Automatic Weather Stations,6.1,42.721940,-120.752780,2006-06-08T00:00:00Z,2025-04-04T21:38:00Z,6875 days 21:38:00,18.825192029812154
HBRM8,HEBGEN LAKE,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.665970,-111.099110,2001-06-26T00:00:00Z,2025-04-04T21:39:00Z,8683 days 21:39:00,23.775228154232263
LBBM8,LIBBY,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.403610,-115.539170,2001-06-26T00:00:00Z,2025-04-04T21:25:00Z,8683 days 21:25:00,23.775201536238498
NINM8,NINE MILE,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.071330,-114.401390,2001-06-26T00:00:00Z,2025-04-04T21:59:00Z,8683 days 21:59:00,23.77526617993764
PHGM8,PHILIPSBURG,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.316670,-113.3000,2001-06-26T00:00:00Z,2025-04-04T21:15:00Z,8683 days 21:15:00,23.77518252338581
PLAM8,PLAINS,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.466220,-114.879610,2004-06-11T00:00:00Z,2025-04-04T21:26:00Z,7602 days 21:26:00,20.815586736633964
FCRM8,FRENCH CREEK,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.3300,-112.912780,2001-06-26T00:00:00Z,2025-04-04T21:16:00Z,8683 days 21:16:00,23.775184424671078
BSKN7,BUSICK,NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.744790,-82.215000,2002-08-29T00:00:00Z,2025-04-04T21:17:00Z,8254 days 21:17:00,22.600648338276674
SEEM8,SEELEY LAKE,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.175970,-113.444390,2001-06-26T00:00:00Z,2025-04-04T21:12:00Z,8683 days 21:12:00,23.775176819530003
OTYC1,OTAY MOUNTAIN,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.600920,-116.841030,2001-06-26T00:00:00Z,2025-04-04T21:14:00Z,8683 days 21:14:00,23.77518062210054
SGOM8,SHENANGO,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.459640,-111.244470,2001-06-26T00:00:00Z,2025-04-04T21:39:00Z,8683 days 21:39:00,23.775228154232263
STGM8,ST. REGIS,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.307110,-115.107610,2001-08-10T00:00:00Z,2025-04-04T22:02:00Z,8638 days 22:02:00,23.652068598372498
THAM8,THOMPSON FALLS A/P,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.575910,-115.284390,2001-11-08T00:00:00Z,2025-04-04T22:02:00Z,8548 days 22:02:00,23.40566202753061
TCTM8,TIMBERCREST,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.156940,-109.360560,2001-06-26T00:00:00Z,2025-04-04T21:15:00Z,8683 days 21:15:00,23.77518252338581
TRCM8,CABINET (TROUT CREEK),MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.866670,-115.6250,2001-09-24T00:00:00Z,2025-04-04T21:16:00Z,8593 days 21:16:00,23.52877785382919
TROM8,TROY,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.466670,-115.916670,2001-06-26T00:00:00Z,2025-04-04T21:07:00Z,8683 days 21:07:00,23.77516731310366
WGRM8,WEST GLACIER,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.510610,-113.996770,2001-06-26T00:00:00Z,2025-04-04T21:12:00Z,8683 days 21:12:00,23.775176819530003
WHHM8,WHITEHALL,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.871500,-112.108210,2001-06-26T00:00:00Z,2025-04-04T21:15:00Z,8683 days 21:15:00,23.77518252338581
WRSM8,WISE RIVER,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.788280,-112.938310,2001-06-26T00:00:00Z,2025-04-04T21:16:00Z,8683 days 21:16:00,23.775184424671078
YKAM8,YAAK (UPPER FORD),MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.916670,-115.656670,2001-06-26T00:00:00Z,2025-04-04T21:06:00Z,8683 days 21:06:00,23.77516541181839
YLWM8,YELLOW MULE,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.166100,-111.359540,2001-06-26T00:00:00Z,2025-04-04T22:04:00Z,8683 days 22:04:00,23.775275686363983
BVRN5,BEAVERHEAD,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.423610,-108.11,2001-06-26T00:00:00Z,2025-04-04T21:08:00Z,8683 days 21:08:00,23.775169214388928
CSMN5,COSMIC,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.779170,-105.82,2001-06-26T00:00:00Z,2025-04-04T21:15:00Z,8683 days 21:15:00,23.77518252338581
BAEI1,RED ROCK PEAK,ID,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.987780,-114.418330,2001-06-26T00:00:00Z,2025-04-04T21:48:00Z,8683 days 21:48:00,23.77524526579968
MGLN5,MAGDALENA,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.851110,-107.539170,2001-06-26T00:00:00Z,2025-04-04T22:03:00Z,8683 days 22:03:00,23.775273785078713
MSCN5,MESCAL,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.158060,-105.768890,2001-06-26T00:00:00Z,2025-04-04T21:41:00Z,8683 days 21:41:00,23.7752319568028
KRCH1,KAHUKU,HI,RAWS,Interagency Remote Automatic Weather Stations,6.1,19.232220,-155.78,2001-06-26T00:00:00Z,2025-04-04T21:29:00Z,8683 days 21:29:00,23.775209141379573
SURF1,SUMATRA,FL,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.020560,-84.986110,2004-12-27T00:00:00Z,2025-04-04T21:48:00Z,7403 days 21:48:00,20.27079625827059
TWRN5,TOWER,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.778990,-106.266110,2001-06-28T00:00:00Z,2025-04-04T21:08:00Z,8681 days 21:08:00,23.769693512814662
BLKO3,BLACK MTN RIDGE,OR,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.573610,-118.238610,2001-06-26T00:00:00Z,2025-04-04T21:17:00Z,8683 days 21:17:00,23.775186325956348
MIAC1,MIAMI,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.419250,-119.745440,2001-06-26T00:00:00Z,2025-04-04T21:59:00Z,8683 days 21:59:00,23.77526617993764
EKCO3,ELK CREEK,OR,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.757780,-117.971110,2001-06-26T00:00:00Z,2025-04-04T21:55:00Z,8683 days 21:55:00,23.775258574796563
YLPO3,YELLOWPINE,OR,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.526390,-118.323060,2001-06-26T00:00:00Z,2025-04-04T22:00:00Z,8683 days 22:00:00,23.775268081222908
TR337,MANTI - PORTABLE #1,UT,RAWS,Interagency Remote Automatic Weather Stations,2.0,37.830360,-109.399170,2001-08-04T00:00:00Z,2025-01-07T17:29:00Z,8557 days 17:29:00,23.429783633736406
SPCW1,SPRING CANYON,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.934720,-118.934720,2001-06-26T00:00:00Z,2025-04-04T21:37:00Z,8683 days 21:37:00,23.775224351661723
STRW1,STEHEKIN-AIRSTRIP,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.346940,-120.720280,2001-06-26T00:00:00Z,2025-04-04T22:01:00Z,8683 days 22:01:00,23.775269982508174
TOFW1,TOMS CREEK,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.022340,-123.958300,2000-07-14T00:00:00Z,2025-04-04T21:25:00Z,9030 days 21:25:00,24.725235759373337
OASF1,OASIS,FL,RAWS,Interagency Remote Automatic Weather Stations,6.1,25.860390,-81.033,2001-06-26T00:00:00Z,2025-04-04T21:37:00Z,8683 days 21:37:00,23.775224351661723
ERCC1,EEL RIVER CAMP,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.138380,-123.823760,2001-07-10T00:00:00Z,2025-04-04T21:28:00Z,8669 days 21:28:00,23.736877329074453
LAYC1,LAYTONVILLE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.702330,-123.484910,2001-07-12T00:00:00Z,2025-04-04T21:29:00Z,8667 days 21:29:00,23.73140352878546
HSQC1,HIGH SIERRA,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.314660,-119.039300,2001-07-12T00:00:00Z,2025-04-04T21:51:00Z,8667 days 21:51:00,23.731445357061375
